Mod:Item:MetaData, Localized Name
tfc:stone/shovel_head/igneous_extrusive, Rock Shovel Head
tfc:stone/hoe/igneous_extrusive, Rock Hoe
tfc:stone/hoe_head/igneous_extrusive, Rock Hoe Head
tfc:stone/knife/igneous_extrusive, Rock Knife
tfc:stone/knife_head/igneous_extrusive, Rock Knife Blade
tfc:stone/javelin/igneous_extrusive, Rock Javelin
tfc:stone/javelin_head/igneous_extrusive, Rock Javelin Head
tfc:stone/hammer/igneous_extrusive, Rock Hammer
tfc:stone/hammer_head/igneous_extrusive, Rock Hammer Head
tfc:stone/axe/sedimentary, Rock Axe
tfc:stone/axe_head/sedimentary, Rock Axe Head
tfc:stone/shovel/sedimentary, Rock Shovel
tfc:stone/shovel_head/sedimentary, Rock Shovel Head
tfc:stone/hoe/sedimentary, Rock Hoe
tfc:stone/hoe_head/sedimentary, Rock Hoe Head
tfc:stone/knife/sedimentary, Rock Knife
tfc:stone/knife_head/sedimentary, Rock Knife Blade
tfc:stone/javelin/sedimentary, Rock Javelin
tfc:stone/javelin_head/sedimentary, Rock Javelin Head
tfc:stone/hammer/sedimentary, Rock Hammer
tfc:stone/hammer_head/sedimentary, Rock Hammer Head
tfc:stone/axe/metamorphic, Rock Axe
tfc:stone/axe_head/metamorphic, Rock Axe Head
tfc:stone/shovel/metamorphic, Rock Shovel
tfc:stone/shovel_head/metamorphic, Rock Shovel Head
tfc:stone/hoe/metamorphic, Rock Hoe
tfc:stone/hoe_head/metamorphic, Rock Hoe Head
tfc:stone/knife/metamorphic, Rock Knife
tfc:stone/knife_head/metamorphic, Rock Knife Blade
tfc:stone/javelin/metamorphic, Rock Javelin
tfc:stone/javelin_head/metamorphic, Rock Javelin Head
tfc:stone/hammer/metamorphic, Rock Hammer
tfc:stone/hammer_head/metamorphic, Rock Hammer Head
tfc:powder/flux, Flux
tfc:powder/coke, Coke
tfc:powder/kaolinite, Kaolinite Powder
tfc:powder/graphite, Graphite Powder
tfc:powder/sulfur, Sulfur Powder
tfc:powder/saltpeter, Saltpeter Powder
tfc:powder/hematite, Hematite Powder
tfc:powder/lapis_lazuli, Lapis Lazuli Powder
tfc:powder/limonite, Limonite Powder
tfc:powder/malachite, Malachite Powder
tfc:powder/salt, Salt
tfc:powder/fertilizer, Fertilizer
tfc:powder/charcoal, Charcoal Powder
tfc:ceramics/fired/mold/ingot, Empty Ingot Mold
tfc:ceramics/unfired/mold/ingot, Unfired Ingot Mold
tfc:ceramics/fired/mold/pick_head, Pick Head Mold
tfc:ceramics/unfired/mold/pick_head, Unfired Pick Head Mold
tfc:ceramics/fired/mold/shovel_head, Shovel Head Mold
tfc:ceramics/unfired/mold/shovel_head, Unfired Shovel Head Mold
tfc:ceramics/fired/mold/axe_head, Axe Head Mold
tfc:ceramics/unfired/mold/axe_head, Unfired Axe Head Mold
tfc:ceramics/fired/mold/hoe_head, Hoe Head Mold
tfc:ceramics/unfired/mold/hoe_head, Unfired Hoe Head Mold
tfc:ceramics/fired/mold/chisel_head, Chisel Head Mold
tfc:ceramics/unfired/mold/chisel_head, Unfired Chisel Head Mold
tfc:ceramics/fired/mold/sword_blade, Sword Blade Mold
tfc:ceramics/unfired/mold/sword_blade, Unfired Sword Blade Mold
tfc:ceramics/fired/mold/mace_head, Mace Head Mold
tfc:ceramics/unfired/mold/mace_head, Unfired Mace Head Mold
tfc:ceramics/fired/mold/saw_blade, Saw Blade Mold
tfc:ceramics/unfired/mold/saw_blade, Unfired Saw Blade Mold
tfc:ceramics/fired/mold/javelin_head, Javelin Head Mold
tfc:ceramics/unfired/mold/javelin_head, Unfired Javelin Head Mold
tfc:ceramics/fired/mold/hammer_head, Hammer Head Mold
tfc:ceramics/unfired/mold/hammer_head, Unfired Hammer Head Mold
tfc:ceramics/fired/mold/propick_head, Prospectors Pickaxe Head Mold
tfc:ceramics/unfired/mold/propick_head, Unfired Prospectors Pickaxe Head Mold
tfc:ceramics/fired/mold/knife_blade, Knife Blade Mold
tfc:ceramics/unfired/mold/knife_blade, Unfired Knife Blade Mold
tfc:ceramics/fired/mold/scythe_blade, Scythe Blade Mold
tfc:ceramics/unfired/mold/scythe_blade, Unfired Scythe Blade Mold
tfc:ceramics/unfired/large_vessel, Unfired Large Vessel
tfc:ceramics/unfired/crucible, Unfired Crucible
tfc:ceramics/fired/vessel, Small Vessel
tfc:ceramics/unfired/vessel, Small Unfired Vessel
tfc:ceramics/fired/vessel_glazed:15, Small White Vessel
tfc:ceramics/fired/vessel_glazed:14, Small Orange Vessel
tfc:ceramics/fired/vessel_glazed:13, Small Magenta Vessel
tfc:ceramics/fired/vessel_glazed:12, Small Light Blue Vessel
tfc:ceramics/fired/vessel_glazed:11, Small Yellow Vessel
tfc:ceramics/fired/vessel_glazed:10, Small Lime Vessel
tfc:ceramics/fired/vessel_glazed:9, Small Pink Vessel
tfc:ceramics/fired/vessel_glazed:8, Small Gray Vessel
tfc:ceramics/fired/vessel_glazed:7, Small Light Gray Vessel
tfc:ceramics/fired/vessel_glazed:6, Small Cyan Vessel
tfc:ceramics/fired/vessel_glazed:5, Small Purple Vessel
tfc:ceramics/fired/vessel_glazed:4, Small Blue Vessel
tfc:ceramics/fired/vessel_glazed:3, Small Brown Vessel
tfc:ceramics/fired/vessel_glazed:2, Small Green Vessel
tfc:ceramics/fired/vessel_glazed:1, Small Red Vessel
tfc:ceramics/fired/vessel_glazed:0, Small Black Vessel
tfc:ceramics/unfired/vessel_glazed:15, Small Unfired White Vessel
tfc:ceramics/unfired/vessel_glazed:14, Small Unfired Orange Vessel
tfc:ceramics/unfired/vessel_glazed:13, Small Unfired Magenta Vessel
tfc:ceramics/unfired/vessel_glazed:12, Small Unfired Light Blue Vessel
tfc:ceramics/unfired/vessel_glazed:11, Small Unfired Yellow Vessel
tfc:ceramics/unfired/vessel_glazed:10, Small Unfired Lime Vessel
tfc:ceramics/unfired/vessel_glazed:9, Small Unfired Pink Vessel
tfc:ceramics/unfired/vessel_glazed:8, Small Unfired Gray Vessel
tfc:ceramics/unfired/vessel_glazed:7, Small Unfired Light Gray Vessel
tfc:ceramics/unfired/vessel_glazed:6, Small Unfired Cyan Vessel
tfc:ceramics/unfired/vessel_glazed:5, Small Unfired Purple Vessel
tfc:ceramics/unfired/vessel_glazed:4, Small Unfired Blue Vessel
tfc:ceramics/unfired/vessel_glazed:3, Small Unfired Brown Vessel
tfc:ceramics/unfired/vessel_glazed:2, Small Unfired Green Vessel
tfc:ceramics/unfired/vessel_glazed:1, Small Unfired Red Vessel
tfc:ceramics/unfired/vessel_glazed:0, Small Unfired Black Vessel
tfc:ceramics/fired/pot, Ceramic Pot
tfc:ceramics/unfired/pot, Unfired Pot
tfc:ceramics/fired/bowl, Ceramic Bowl
tfc:ceramics/unfired/bowl, Unfired Bowl
tfc:ceramics/fired/spindle, Spindle Head
tfc:ceramics/unfired/spindle, Unfired Spindle Head
tfc:ceramics/fired/fire_brick, Fire Brick
tfc:ceramics/unfired/fire_brick, Unfired Fire Brick
tfc:ceramics/fire_clay, Fire Clay
tfc:ceramics/unfired/jug, Unfired Jug
tfc:ceramics/fired/jug:0, Jug
tfc:ceramics/fired/jug:0, Fresh Water§r Jug§r
tfc:ceramics/fired/jug:0, Salt Water§r Jug§r
tfc:ceramics/fired/jug:0, Rum§r Jug§r
tfc:ceramics/fired/jug:0, Beer§r Jug§r
tfc:ceramics/fired/jug:0, Whiskey§r Jug§r
tfc:ceramics/fired/jug:0, Rye Whiskey§r Jug§r
tfc:ceramics/fired/jug:0, Corn Whiskey§r Jug§r
tfc:ceramics/fired/jug:0, Sake§r Jug§r
tfc:ceramics/fired/jug:0, Vodka§r Jug§r
tfc:ceramics/fired/jug:0, Cider§r Jug§r
tfc:ceramics/fired/jug:0, Milk§r Jug§r
tfc:ceramics/unfired/clay_brick, Unfired Clay Brick
tfc:ceramics/unfired/clay_flower_pot, Unfired Clay Flower Pot
tfc:crop/seeds/barley, Barley Seeds
tfc:crop/seeds/maize, Maize Seeds
tfc:crop/seeds/oat, Oat Seeds
tfc:crop/seeds/rice, Rice Seeds
tfc:crop/seeds/rye, Rye Seeds
tfc:crop/seeds/wheat, Wheat Seeds
tfc:crop/seeds/beet, Beet Seeds
tfc:crop/seeds/cabbage, Cabbage Seeds
tfc:crop/seeds/carrot, Carrot Seeds
tfc:crop/seeds/garlic, Garlic Seeds
tfc:crop/seeds/green_bean, Green Bean Seeds
tfc:crop/seeds/onion, Onion Seeds
tfc:crop/seeds/potato, Potato Seeds
tfc:crop/seeds/soybean, Soybean Seeds
tfc:crop/seeds/squash, Squash Seeds
tfc:crop/seeds/sugarcane, Sugarcane Seeds
tfc:crop/seeds/tomato, Tomato Seeds
tfc:crop/seeds/red_bell_pepper, Red Bell Pepper Seeds
tfc:crop/seeds/yellow_bell_pepper, Yellow Bell Pepper Seeds
tfc:crop/seeds/jute, Jute Seeds
tfc:crop/product/jute, Jute
tfc:crop/product/jute_fiber, Jute Fiber
tfc:crop/product/burlap_cloth, Burlap Cloth
tfc:food/banana, Banana
tfc:food/blackberry, Blackberry
tfc:food/blueberry, Blueberry
tfc:food/bunch_berry, Bunchberry
tfc:food/cherry, Cherry
tfc:food/cloud_berry, Cloudberry
tfc:food/cranberry, Cranberry
tfc:food/elderberry, Elderberry
tfc:food/gooseberry, Gooseberry
tfc:food/green_apple, Green Apple
tfc:food/lemon, Lemon
tfc:food/olive, Olive
tfc:food/orange, Orange
tfc:food/peach, Peach
tfc:food/plum, Plum
tfc:food/raspberry, Raspberry
tfc:food/red_apple, Red Apple
tfc:food/snow_berry, Snowberry
tfc:food/strawberry, Strawberry
tfc:food/wintergreen_berry, Wintergreen Berry
tfc:food/barley, Barley
tfc:food/barley_grain, Barley Grain
tfc:food/barley_flour, Barley Flour
tfc:food/barley_dough, Barley Dough
tfc:food/barley_bread, Barley Bread
tfc:food/maize, Maize
tfc:food/maize_grain, Maize Grain
tfc:food/cornbread, Cornbread
tfc:food/cornmeal_flour, Cornmeal Flour
tfc:food/cornmeal_dough, Cornmeal Dough
tfc:food/oat, Oat
tfc:food/oat_grain, Oat Grain
tfc:food/oat_flour, Oat Flour
tfc:food/oat_dough, Oat Dough
tfc:food/oat_bread, Oat Bread
tfc:food/rice, Rice
tfc:food/rice_grain, Rice Grain
tfc:food/rice_flour, Rice Flour
tfc:food/rice_dough, Rice Dough
tfc:food/rice_bread, Rice Bread
tfc:food/rye, Rye
tfc:food/rye_grain, Rye Grain
tfc:food/rye_flour, Rye Flour
tfc:food/rye_dough, Rye Dough
tfc:food/rye_bread, Rye Bread
tfc:food/wheat, Wheat
tfc:food/wheat_grain, Wheat Grain
tfc:food/wheat_flour, Wheat Flour
tfc:food/wheat_dough, Wheat Dough
tfc:food/wheat_bread, Wheat Bread
tfc:food/beet, Beet
tfc:food/cabbage, Cabbage
tfc:food/carrot, Carrot
tfc:food/garlic, Garlic
tfc:food/green_bean, Green Bean
tfc:food/green_bell_pepper, Green Bell Pepper
tfc:food/onion, Onion
tfc:food/potato, Potato
tfc:food/red_bell_pepper, Red Bell Pepper
tfc:food/seaweed, Seaweed
tfc:food/soybean, Soybean
tfc:food/squash, Squash
tfc:food/tomato, Tomato
tfc:food/yellow_bell_pepper, Yellow Bell Pepper
tfc:food/cheese, Cheese
tfc:food/cooked_egg, Cooked Egg
tfc:food/sugarcane, Sugarcane
tfc:food/beef, Raw Beef
tfc:food/pork, Raw Pork
tfc:food/chicken, Raw Poultry
tfc:food/mutton, Raw Mutton
tfc:food/fish, Raw Fish
tfc:food/bear, Raw Bear Meat
tfc:food/calamari, Raw Calamari
tfc:food/horse_meat, Raw Horse Meat
tfc:food/pheasant, Raw Fowl
tfc:food/venison, Raw Venison
tfc:food/wolf, Raw Canine Meat
tfc:food/rabbit, Raw Rabbit
tfc:food/mongoose, Raw Mongoose Meat
tfc:food/gran_feline, Raw Gran Feline
tfc:food/camelidae, Raw Camelid Meat
tfc:food/cooked_beef, Cooked Beef
tfc:food/cooked_pork, Cooked Pork
tfc:food/cooked_chicken, Cooked Poultry
tfc:food/cooked_mutton, Cooked Mutton
tfc:food/cooked_fish, Cooked Fish
tfc:food/cooked_bear, Cooked Bear Meat
tfc:food/cooked_calamari, Cooked Calamari
tfc:food/cooked_horse_meat, Cooked Horse
tfc:food/cooked_pheasant, Cooked Fowl
tfc:food/cooked_venison, Cooked Venison
tfc:food/cooked_wolf, Cooked Canine Meat
tfc:food/cooked_rabbit, Cooked Rabbit
tfc:food/cooked_mongoose, Cooked Mongoose Meat
tfc:food/cooked_gran_feline, Cooked Gran Feline
tfc:food/cooked_camelidae, Cooked Camelid Meat
tfc:food/barley_bread_sandwich, Barley Bread Sandwich
tfc:food/cornbread_sandwich, Cornbread Sandwich
tfc:food/oat_bread_sandwich, Oat Bread Sandwich
tfc:food/rice_bread_sandwich, Rice Bread Sandwich
tfc:food/rye_bread_sandwich, Rye Bread Sandwich
tfc:food/wheat_bread_sandwich, Wheat Bread Sandwich
tfc:food/soup_grain, Wholesome Soup
tfc:food/soup_fruit, Tasty Soup
tfc:food/soup_vegetable, Filling Soup
tfc:food/soup_meat, Hearty Soup
tfc:food/soup_dairy, Creamy Soup
tfc:food/salad_grain, Crunchy Salad
tfc:food/salad_fruit, Sweet Salad
tfc:food/salad_vegetable, Healthy Salad
tfc:food/salad_meat, Flavorful Salad
tfc:food/salad_dairy, Disgusting Salad
tfc:food/olive_paste, Olive Paste
tfc:crop/product/jute_disc, Jute Disc
tfc:crop/product/olive_jute_disc, Olive Jute Disc
tfc:crop/product/jute_net, Jute Net
tfc:crop/product/dirty_jute_net, Dirty Jute Net
tfc:firestarter, Firestarter
tfc:straw, Straw
tfc:glass_shard, Glass Shard
tfc:handstone, Quern Handstone
tfc:spindle, Spindle
tfc:bloom/unrefined, item.tfc.bloom.unrefined.name
tfc:bloom/refined, item.tfc.bloom.refined.name
tfc:hide/raw/small, Small Raw Hide
tfc:hide/soaked/small, Small Soaked Hide
tfc:hide/scraped/small, Small Scraped Hide
tfc:hide/prepared/small, Small Prepared Hide
tfc:hide/sheepskin/small, Small Sheep Skin
tfc:hide/raw/medium, Medium Raw Hide
tfc:hide/soaked/medium, Medium Soaked Hide
tfc:hide/scraped/medium, Medium Scraped Hide
tfc:hide/prepared/medium, Medium Prepared Hide
tfc:hide/sheepskin/medium, Medium Sheep Skin
tfc:hide/raw/large, Large Raw Hide
tfc:hide/soaked/large, Large Soaked Hide
tfc:hide/scraped/large, Large Scraped Hide
tfc:hide/prepared/large, Large Prepared Hide
tfc:hide/sheepskin/large, Large Sheep Skin
tfc:quiver, Quiver
tfc:animal/product/wool, Wool
tfc:animal/product/wool_yarn, Wool Yarn
tfc:animal/product/wool_cloth, Wool Cloth
tfc:animal/product/silk_cloth, Silk Cloth
tfc:dye/black, Black Dye
tfc:dye/blue, Blue Dye
tfc:dye/white, White Dye
tfc:dye/brown, Brown Dye
tfc:alabaster_brick, Alabaster Brick
tfc:glue, Glue
tfc:brass_mechanisms, Brass Mechanisms
tfc:goldpan:0, Empty Goldpan
tfc:goldpan:1, Goldpan with Sand
tfc:goldpan:2, Goldpan with Gravel
tfc:goldpan:3, Goldpan with Clay
tfc:goldpan:4, Goldpan with Dirt
tfc:wrought_iron_grill, Wrought Iron Grill
trafficcontrol:crossing_relay_box, Crossing Gate Relay
trafficcontrol:crossing_relay_tuner, Tuner
trafficcontrol:traffic_light_bulb, item.null.name
trafficcontrol:traffic_light_frame, Traffic Light Frame
trafficcontrol:traffic_light_5_frame, Traffic Light Frame (5 Bulb)
trafficcontrol:traffic_light_doghouse_frame, Traffic Light Frame (Doghouse)
trafficcontrol:traffic_light_1_frame, Traffic Light Frame (One Bulb)
trafficcontrol:traffic_light_2_frame, Traffic Light Frame (Two Bulbs)
trafficcontrol:traffic_light_4_frame, Traffic Light Frame (Four Bulbs)
trafficcontrol:traffic_light_6_frame, Traffic Light T Frame (Four Bulbs)
trafficcontrol:screwdriver, Screwdriver
trafficcontrol:crossing_gate_base, Pole Base
trafficcontrol:stand, Stand
trafficcontrol:crossing_gate_gate, Crossing Gate
trafficcontrol:crossing_gate_lamps, Crossing Lamps
trafficcontrol:crossing_gate_pole, Pole
trafficcontrol:crossing_gate_crossbuck, Crossbuck (Pole)
trafficcontrol:safetran_type_3, SafeTran Type 3 Electronic Bell
trafficcontrol:overhead_pole, Overhead (Pole)
trafficcontrol:overhead, Overhead
trafficcontrol:overhead_lamps, Overhead Lamps
trafficcontrol:overhead_crossbuck, Overhead Crossbuck
trafficcontrol:safetran_mechanical, SafeTran Mechanical Bell
trafficcontrol:sign, Sign
trafficcontrol:cone, Cone
trafficcontrol:channelizer, Channelizer
trafficcontrol:drum, Drum
trafficcontrol:street_light_single, Street Light (Single)
trafficcontrol:street_light_double, Street Light (Double)
trafficcontrol:traffic_light_control_box, Traffic Light Control Box
trafficcontrol:wig_wag, Lower Quadrant Wig Wag
trafficcontrol:shunt_border, Border Shunt
trafficcontrol:shunt_island, Island Shunt
trafficcontrol:type_3_barrier, Type 3 Barrier
trafficcontrol:type_3_barrier_right, Type 3 Barrier
trafficcontrol:traffic_rail, Guardrail
trafficcontrol:vertical_wig_wag, Upper Quadrant Wig Wag
trafficcontrol:wch_mechanical_bell, WCH Mechanical Bell
trafficcontrol:concrete_barrier:0, White Concrete Barrier
trafficcontrol:concrete_barrier:1, Orange Concrete Barrier
trafficcontrol:concrete_barrier:2, Magenta Concrete Barrier
trafficcontrol:concrete_barrier:3, Light Blue Concrete Barrier
trafficcontrol:concrete_barrier:4, Yellow Concrete Barrier
trafficcontrol:concrete_barrier:5, Lime Concrete Barrier
trafficcontrol:concrete_barrier:6, Pink Concrete Barrier
trafficcontrol:concrete_barrier:7, Gray Concrete Barrier
trafficcontrol:concrete_barrier:8, Light Gray Concrete Barrier
trafficcontrol:concrete_barrier:9, Cyan Concrete Barrier
trafficcontrol:concrete_barrier:10, Purple Concrete Barrier
trafficcontrol:concrete_barrier:11, Blue Concrete Barrier
trafficcontrol:concrete_barrier:12, Brown Concrete Barrier
trafficcontrol:concrete_barrier:13, Green Concrete Barrier
trafficcontrol:concrete_barrier:14, Red Concrete Barrier
trafficcontrol:concrete_barrier:15, Black Concrete Barrier
trafficcontrol:horizontal_pole, Horizontal Pole
trafficcontrol:wch_bell, WCH Electronic Bell
trafficcontrol:traffic_sensor_left, Traffic Sensor (Left)
trafficcontrol:traffic_sensor_straight, Traffic Sensor (Straight)
trafficcontrol:street_sign, Street Sign
trafficcontrol:pedestrian_button, Pedestrian Button
trafficcontrol:traffic_sensor_right, Traffic Sensor (Right)
vehicle:traffic_cone, Traffic Cone
vehicle:boost_pad, Boost Pad
vehicle:boost_ramp, Boost Ramp
vehicle:steep_boost_ramp, Steep Boost Ramp
vehicle:gas_pump, Gas Pump
vehicle:fluid_extractor, Fluid Extractor
vehicle:fluid_mixer, Fluid Mixer
vehicle:fluid_pipe, Fluid Pipe
vehicle:fluid_pump, Fluid Pump
vehicle:fuel_drum, Fuel Drum
vehicle:industrial_fuel_drum, Industrial Fuel Drum
vehicle:workstation, Workstation
vehicle:vehicle_crate, Vehicle Crate
vehicle:jack, Jack
vehicle:panel, Panel
vehicle:wheel:0, Wheel
vehicle:wheel:1, Wheel
vehicle:wheel:2, Wheel
vehicle:wheel:3, Wheel
vehicle:wheel:4, Wheel
vehicle:wheel:5, Wheel
vehicle:wheel:6, Wheel
vehicle:small_engine:0, Small Engine
vehicle:small_engine:1, Small Engine
vehicle:small_engine:2, Small Engine
vehicle:small_engine:3, Small Engine
vehicle:small_engine:4, Small Engine
vehicle:large_engine:0, Large Engine
vehicle:large_engine:1, Large Engine
vehicle:large_engine:2, Large Engine
vehicle:large_engine:3, Large Engine
vehicle:large_engine:4, Large Engine
vehicle:electric_engine:0, Electric Engine
vehicle:electric_engine:1, Electric Engine
vehicle:electric_engine:2, Electric Engine
vehicle:electric_engine:3, Electric Engine
vehicle:electric_engine:4, Electric Engine
vehicle:spray_can:0, Spray Can
vehicle:jerry_can, Jerry Can
vehicle:industrial_jerry_can, Industrial Jerry Can
vehicle:wrench, Wrench
vehicle:hammer, Hammer
vehicle:key, Key
vehicle:models, item.vehicle.models.name
structurize:sceptergold, Building Tool
structurize:shapetool, Shape Tool
structurize:sceptersteel, Scan Tool
structurize:cactusdoor, Cactus Door
structurize:caliper, Caliper
structurize:blocksolidsubstitution, tile.structurize.blockSolidSubstitution.name
structurize:blocksubstitution, Placeholderblock
structurize:blockpaperwall:0, Paper wall
structurize:blockpaperwall:1, Paper wall
structurize:blockpaperwall:2, Paper wall
structurize:blockpaperwall:3, Paper wall
structurize:blockshingle_oak, Oak Shingle
structurize:blockshingle_birch, Birch Shingle
structurize:blockshingle_jungle, Jungle Shingle
structurize:blockshingle_spruce, Spruce Shingle
structurize:blockshingle_dark_oak, Dark Oak Shingle
structurize:blockshingle_acacia, Acacia Shingle
structurize:blockshingleslab, Shingle slab
structurize:blockcactusplank, Cactus Plank
structurize:blockcactustrapdoor, Cactus Trapdoor
structurize:blockcactusstair, tile.structurize.blockcactusstair.name
structurize:blockcactusslab_half:0, Cactus Slab
structurize:blockcactusfence, Cactus Fence
structurize:blockcactusfencegate, Cactus Fence Gate
structurize:blocktimberframe_oak_plain,  Oak Plain Timber Frame
structurize:blocktimberframe_oak_doublecrossed,  Oak Crossed Timber Frame
structurize:blocktimberframe_oak_framed,  Oak Framed Timber Frame
structurize:blocktimberframe_oak_sideframed,  Oak Framed Timber Frame
structurize:blocktimberframe_oak_gateframed,  Oak Framed Timber Frame
structurize:blocktimberframe_oak_onecrossedlr,  Oak Left-Right Diagonal Timber Frame
structurize:blocktimberframe_oak_onecrossedrl,  Oak Right-Left Diagonal Timber Frame
structurize:blocktimberframe_oak_downgated,  Oak Framed Timber Frame
structurize:blocktimberframe_oak_horizontalplain,  Oak Horizontal Timber Frame
structurize:blocktimberframe_oak_horizontalnocap,  Oak Horizontal Timber Frame
structurize:blocktimberframe_spruce_plain,  Spruce Plain Timber Frame
structurize:blocktimberframe_spruce_doublecrossed,  Spruce Crossed Timber Frame
structurize:blocktimberframe_spruce_framed,  Spruce Framed Timber Frame
structurize:blocktimberframe_spruce_sideframed,  Spruce Framed Timber Frame
structurize:blocktimberframe_spruce_gateframed,  Spruce Framed Timber Frame
structurize:blocktimberframe_spruce_onecrossedlr,  Spruce Right-Left Diagonal Timber Frame
structurize:blocktimberframe_spruce_onecrossedrl,  Spruce Left-Right Diagonal Timber Frame
structurize:blocktimberframe_spruce_downgated,  Spruce Framed Timber Frame
structurize:blocktimberframe_spruce_horizontalplain,  Spruce Horizontal Timber Frame
structurize:blocktimberframe_spruce_horizontalnocap,  Spruce Horizontal Timber Frame
structurize:blocktimberframe_birch_plain,  Birch Plain Timber Frame
structurize:blocktimberframe_birch_doublecrossed,  Birch Crossed Timber Frame
structurize:blocktimberframe_birch_framed,  Birch Framed Timber Frame
structurize:blocktimberframe_birch_sideframed,  Birch Framed Timber Frame
structurize:blocktimberframe_birch_gateframed,  Birch Framed Timber Frame
structurize:blocktimberframe_birch_onecrossedlr,  Birch Right-Left Diagonal Timber Frame
structurize:blocktimberframe_birch_onecrossedrl,  Birch Left-Right Diagonal Timber Frame
structurize:blocktimberframe_birch_downgated,  Birch Framed Timber Frame
structurize:blocktimberframe_birch_horizontalplain,  Birch Horizontal Timber Frame
structurize:blocktimberframe_birch_horizontalnocap,  Birch Horizontal Timber Frame
structurize:blocktimberframe_jungle_plain,  Jungle Plain Timber Frame
structurize:blocktimberframe_jungle_doublecrossed,  Jungle Crossed Timber Frame
structurize:blocktimberframe_jungle_framed,  Jungle Framed Timber Frame
structurize:blocktimberframe_jungle_sideframed,  Jungle Framed Timber Frame
structurize:blocktimberframe_jungle_gateframed,  Jungle Framed Timber Frame
structurize:blocktimberframe_jungle_onecrossedlr,  Jungle Right-Left Diagonal Timber Frame
